timestamp,symbol,currency,underlying,quoteCurrency,currentQty,avgEntryPrice,breakEvenPrice,markPrice,liquidationPrice,bankruptPrice,realisedPnl,unrealisedPnl,homeNotional,foreignNotional,avgCostPrice,commission,crossMargin,currentComm,currentCost,deleveragePercentile,grossOpenPremium,initMargin,initMarginReq,isOpen,leverage,maintMargin,maintMarginReq,marginCallPrice,markValue,openOrderBuyCost,openOrderBuyPremium,openOrderBuyQty,openOrderSellCost,openOrderSellPremium,openOrderSellQty,openingQty,posComm,posCost,posCross,posInit,posLoss,posMaint,posMargin,positionReport,prevRealisedPnl,prevUnrealisedPnl,realisedCost,rebalancedPnl,riskLimit,riskValue,strategy,unrealisedCost,unrealisedPnlPcnt,unrealisedRoePcnt
2026-05-03T05:01:40.510Z,XBTUSD,XBt,XBT,USD,-1438000,73701.7438,74298.6,78173.24,1000000,1000000,0,-111601719,-18.3950398,1438000,73701.7438,0.0005,true,0,1951105699,1,0,7408795,0.01,true,100,9802356,0.005,,1839503980,-2603983400,0,1400000,-673220800,0,560000,,0,1951105699,0,0,0,9802356,9802356,"{""account"":1501242,""avgCostPrice"":73701.7438,""avgEntryPrice"":73701.7438,""bankruptPrice"":1000000,""breakEvenPrice"":74298.6,""commission"":0.0005,""crossMargin"":true,""currency"":""XBt"",""currentComm"":0,""currentCost"":1951105699,""currentQty"":-1438000,""deleveragePercentile"":1,""foreignNotional"":1438000,""grossOpenPremium"":0,""homeNotional"":-18.3950398,""initMargin"":7408795,""initMarginReq"":0.01,""isOpen"":true,""leverage"":100,""liquidationPrice"":1000000,""maintMargin"":9802356,""maintMarginReq"":0.005,""markPrice"":78173.24,""markValue"":1839503980,""openOrderBuyCost"":-2603983400,""openOrderBuyPremium"":0,""openOrderBuyQty"":1400000,""openOrderRealisedPnl"":811787408,""openOrderSellCost"":-673220800,""openOrderSellPremium"":0,""openOrderSellQty"":560000,""posComm"":0,""posCost"":1951105699,""posCross"":0,""posInit"":0,""posLoss"":0,""posMaint"":9802356,""posMargin"":9802356,""prevRealisedPnl"":1404753,""quoteCurrency"":""USD"",""realisedCost"":0,""realisedPnl"":0,""rebalancedPnl"":15678981,""riskLimit"":20000000000,""riskValue"":2512724780,""strategy"":""OneWay"",""symbol"":""XBTUSD"",""timestamp"":""2026-05-03T05:01:40.510Z"",""underlying"":""XBT"",""unrealisedCost"":1951105699,""unrealisedPnl"":-111601719,""unrealisedPnlPcnt"":-0.0572,""unrealisedRoePcnt"":-5.7199}",1404753,,0,15678981,20000000000,2512724780,OneWay,1951105699,-0.0572,-5.7199
2026-05-02T20:18:28.068Z,ETHUSD,XBt,ETH,USD,0,,,,,,0,0,0,0,,0.0005,false,0,0,,0,0,0.01,false,100,0,0.0025,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,"{""account"":1501242,""commission"":0.0005,""crossMargin"":false,""currency"":""XBt"",""currentComm"":0,""currentCost"":0,""currentQty"":0,""foreignNotional"":0,""grossOpenPremium"":0,""homeNotional"":0,""initMargin"":0,""initMarginReq"":0.01,""isOpen"":false,""leverage"":100,""maintMargin"":0,""maintMarginReq"":0.0025,""markValue"":0,""openOrderBuyCost"":0,""openOrderBuyPremium"":0,""openOrderBuyQty"":0,""openOrderRealisedPnl"":0,""openOrderSellCost"":0,""openOrderSellPremium"":0,""openOrderSellQty"":0,""posComm"":0,""posCost"":0,""posCross"":0,""posInit"":0,""posLoss"":0,""posMaint"":0,""posMargin"":0,""prevRealisedPnl"":0,""quoteCurrency"":""USD"",""realisedCost"":0,""realisedPnl"":0,""rebalancedPnl"":0,""riskLimit"":500000000,""riskValue"":0,""strategy"":""OneWay"",""symbol"":""ETHUSD"",""timestamp"":""2026-05-02T20:18:28.068Z"",""underlying"":""ETH"",""unrealisedCost"":0,""unrealisedPnl"":0,""unrealisedPnlPcnt"":0,""unrealisedRoePcnt"":0}",0,,0,0,500000000,0,OneWay,0,0,0
