timestamp,currency,walletBalance,marginBalance,availableMargin,withdrawableMargin,systemWithdrawableMargin,amount,realisedPnl,unrealisedPnl,marginLeverage,marginUsedPcnt,riskLimit,riskValue,initMargin,maintMargin,excessMargin,foreignMarginBalance,foreignRequirement,grossComm,grossMarkValue,grossOpenCost,grossOpenPremium,isolatedUnrealisedPnl,targetExcessMargin
2026-04-29T02:09:35.360Z,BMEx,11000120000,11000120000,11000120000,11000120000,11000120000,11000120000,0,0,0,0,,0,0,0,11000120000,0,0,0,0,0,0,,11000120000
2026-04-29T02:09:50.620Z,USDt,888237518,888237518,888237518,888237518,888237518,888237518,0,0,0,0,500000000000000,0,0,0,888237518,0,0,0,0,0,0,,888237518
2026-05-03T05:01:50.507Z,XBt,3034754369,2923138270,2905927119,2905927119,2905927119,3034754369,0,-111616099,0.6293,0.0059,1000000000000,2512710400,7408795,9802356,2905927119,0,0,0,1839489600,673220800,0,,2905927119
